Rank,Name,Platform,Year,Publisher,NA_Sales
10040,2116,30,2016.0,91,0.03
10041,4022,4,2010.0,347,0.0
10042,10580,17,2016.0,275,0.0
10043,9555,16,2005.0,142,0.06
10044,10311,6,2002.0,525,0.08
10045,985,15,1999.0,461,0.06
10046,6073,28,2007.0,461,0.1
10047,9061,16,,66,0.06
10048,2933,19,2005.0,138,0.1
10049,5205,30,2016.0,465,0.08
10050,6475,28,2008.0,138,0.11
10051,11117,16,2004.0,17,0.06
10052,7214,29,2004.0,323,0.08
10053,8576,15,1998.0,179,0.0
10054,8544,19,2010.0,500,0.0
10055,9532,27,2014.0,347,0.0
10056,3756,16,2003.0,55,0.06
10057,5727,6,2003.0,85,0.08
10058,2070,4,2009.0,488,0.11
10059,7610,2,2014.0,446,0.0
10060,7513,13,2013.0,275,0.0
10061,8246,26,2010.0,19,0.06
10062,10048,4,2007.0,525,0.1
10063,3729,4,2010.0,6,0.1
10064,6255,4,2008.0,525,0.1
10065,3013,26,2009.0,500,0.1
10066,7932,16,2000.0,275,0.06
10067,1540,16,2005.0,545,0.06
10068,4389,15,1999.0,275,0.06
10069,9856,4,2009.0,446,0.11
10070,7012,17,2010.0,370,0.0
10071,9219,29,2005.0,488,0.08
10072,675,29,2003.0,269,0.08
10073,7256,4,2004.0,488,0.1
10074,3076,27,2014.0,359,0.0
10075,6272,17,2010.0,138,0.08
10076,911,28,2010.0,21,0.09
10077,34,7,2002.0,17,0.09
10078,4474,4,2007.0,381,0.06
10079,9133,17,2011.0,456,0.0
10080,9923,28,2009.0,232,0.09
10081,2154,4,2006.0,347,0.1
10082,6614,16,2008.0,347,0.06
10083,9910,15,2000.0,437,0.0
10084,5634,15,1997.0,61,0.06
10085,944,28,2011.0,91,0.07
10086,677,29,2003.0,525,0.08
10087,8576,21,1998.0,446,0.0
10088,8748,2,2015.0,21,0.05
10089,9426,26,2007.0,430,0.08
10090,7644,19,2009.0,347,0.0
10091,4570,15,1994.0,275,0.0
10092,9020,29,2005.0,198,0.08
10093,1630,16,2009.0,109,0.06
10094,10032,28,2011.0,525,0.11
10095,8388,21,1996.0,446,0.0
10096,3668,4,2005.0,138,0.1
10097,4456,17,2011.0,120,0.07
10098,1205,4,2007.0,296,0.09
10099,1537,16,2005.0,525,0.06
10100,243,18,2014.0,20,0.08
10101,11397,26,2010.0,359,0.0
10102,9215,13,2011.0,112,0.0
10103,2964,4,2009.0,532,0.1
10104,10695,26,2009.0,525,0.1
10105,1822,16,2006.0,115,0.0
10106,7012,26,2010.0,370,0.0
10107,7250,26,2008.0,21,0.1
10108,9446,19,2007.0,525,0.02
10109,4401,19,2011.0,456,0.0
10110,5193,4,2010.0,120,0.11
10111,6530,29,2002.0,325,0.08
10112,6199,29,2002.0,165,0.04
10113,4034,26,2011.0,304,0.11
10114,8280,18,2015.0,500,0.03
10115,6932,28,2006.0,525,0.1
10116,11080,4,2009.0,275,0.1
10117,3812,29,2002.0,420,0.08
10118,4718,4,2009.0,488,0.1
10119,4650,17,2010.0,370,0.09
10120,7531,17,2008.0,275,0.0
10121,8280,17,2015.0,500,0.0
10122,918,7,2002.0,529,0.09
10123,9855,26,2009.0,505,0.07
10124,5847,16,2005.0,438,0.05
10125,7040,28,2014.0,347,0.05
10126,2678,15,1999.0,17,0.06
10127,4391,15,2002.0,347,0.0
10128,3530,4,2011.0,303,0.05
10129,3379,2,2012.0,525,0.07
10130,4454,16,2005.0,275,0.0
10131,8204,6,2002.0,525,0.08
10132,7033,6,2005.0,566,0.08
10133,7312,4,2007.0,371,0.1
10134,11332,6,2004.0,53,0.08
10135,4152,7,2002.0,446,0.09
10136,7442,4,2007.0,126,0.08
10137,10241,19,2011.0,37,0.0
10138,10982,28,2009.0,549,0.1
10139,5292,4,2005.0,275,0.07
10140,1706,20,2013.0,362,0.04
10141,10831,16,2011.0,488,0.05
10142,5379,16,2007.0,275,0.0
10143,10527,28,2010.0,488,0.07
10144,10764,21,1995.0,446,0.0
10145,5050,4,2007.0,359,0.0
10146,227,16,2004.0,275,0.05
10147,2358,26,2010.0,494,0.1
10148,10266,4,2008.0,275,0.0
10149,2261,6,2002.0,525,0.08
10150,9814,29,2003.0,488,0.08
10151,6030,17,2011.0,21,0.0
10152,1255,7,2002.0,85,0.09
10153,4194,7,2002.0,488,0.09
10154,9412,2,2015.0,347,0.0
10155,9021,26,2009.0,85,0.1
10156,319,4,2007.0,488,0.1
10157,1610,6,2002.0,275,0.08
10158,4568,17,2016.0,275,0.0
10159,9860,26,2007.0,21,0.1
10160,36,13,2011.0,433,0.08
10161,3941,2,2011.0,549,0.08
10162,463,16,2002.0,4,0.05
10163,5997,26,2007.0,347,0.0
10164,7254,19,2008.0,482,0.09
10165,8915,28,2008.0,77,0.1
10166,10107,28,2008.0,545,0.09
10167,7557,13,2015.0,451,0.0
10168,3736,4,2011.0,549,0.08
10169,2806,19,2006.0,545,0.1
10170,8502,17,2011.0,488,0.0
10171,3807,4,2007.0,188,0.1
10172,6115,7,2005.0,325,0.09
10173,2699,29,2003.0,446,0.08
10174,6072,16,2008.0,137,0.05
10175,11244,6,2002.0,21,0.08
10176,5416,13,2009.0,113,0.0
10177,10104,17,2013.0,525,0.02
10178,5660,15,1997.0,177,0.06
10179,6445,2,2011.0,525,0.06
10180,11198,16,2004.0,17,0.05
10181,304,4,2011.0,6,0.07
10182,10410,26,2008.0,525,0.09
10183,8783,28,2007.0,53,0.08
10184,127,4,2010.0,471,0.1
10185,6598,4,2008.0,493,0.08
10186,2587,2,2011.0,347,0.05
10187,7573,29,2005.0,137,0.08
10188,514,16,2009.0,109,0.05
10189,3854,4,2011.0,6,0.09
10190,1028,19,2006.0,456,0.11
10191,2244,29,2003.0,21,0.08
10192,9579,19,2006.0,347,0.0
10193,5048,4,2007.0,446,0.0
10194,9744,7,2003.0,488,0.09
10195,7037,6,2005.0,566,0.08
10196,11302,17,2011.0,530,0.04
10197,550,19,2006.0,488,0.1
10198,6865,7,2006.0,359,0.07
10199,4794,28,2008.0,275,0.1
10200,3236,28,2007.0,142,0.07
10201,5968,16,2002.0,491,0.05
10202,6655,16,2003.0,500,0.05
10203,8825,4,2008.0,359,0.0
10204,8443,26,2011.0,549,0.1
10205,8541,19,2011.0,500,0.0
10206,10023,28,2011.0,488,0.07
10207,3608,19,2005.0,456,0.0
10208,2669,19,2006.0,138,0.09
10209,7106,4,2009.0,488,0.1
10210,826,7,2006.0,137,0.08
10211,10479,4,2008.0,55,0.1
10212,7600,4,2011.0,488,0.09
10213,8975,19,2010.0,126,0.07
10214,9792,26,2013.0,109,0.03
10215,9913,16,2003.0,232,0.05
10216,5325,21,1996.0,446,0.0
10217,665,15,1998.0,17,0.06
10218,8805,10,1999.0,55,0.09
10219,10348,10,1999.0,525,0.09
10220,6852,10,1999.0,488,0.09
10221,1358,10,1997.0,477,0.09
10222,10375,10,1999.0,269,0.09
10223,1421,10,1997.0,177,0.09
10224,10751,10,2000.0,21,0.09
10225,3125,10,1999.0,101,0.09
10226,10166,13,2014.0,465,0.0
10227,8003,26,2009.0,292,0.1
10228,7040,17,2014.0,347,0.05
10229,864,19,2010.0,381,0.07
10230,6758,28,2009.0,296,0.07
10231,9180,21,1996.0,85,0.0
10232,6772,16,2002.0,347,0.05
10233,9566,17,2016.0,347,0.0
10234,8279,20,2014.0,500,0.0
10235,3815,16,2000.0,479,0.05
10236,4100,16,2007.0,30,0.0
10237,3360,19,2011.0,275,0.0
10238,10461,17,2015.0,21,0.03
10239,10370,16,2002.0,556,0.05
10240,3422,2,2011.0,170,0.08
10241,5877,28,2011.0,6,0.09
10242,1039,15,1999.0,214,0.06
10243,3340,19,2005.0,275,0.1
10244,114,2,2012.0,530,0.0
10245,10415,4,2007.0,6,0.09
10246,252,16,2004.0,17,0.05
10247,7285,28,2009.0,446,0.07
10248,1239,13,2011.0,525,0.05
10249,8238,21,1997.0,446,0.0
10250,2993,6,2004.0,359,0.0
10251,10395,26,2009.0,275,0.1
10252,7250,28,2006.0,21,0.1
10253,5875,20,2011.0,525,0.05
10254,514,26,2009.0,109,0.1
10255,6985,29,2002.0,450,0.08
10256,6536,29,2003.0,323,0.08
10257,11228,29,2002.0,21,0.08
10258,10572,15,1999.0,480,0.06
10259,3099,15,1997.0,13,0.06
10260,9702,20,2013.0,444,0.0
10261,1492,23,1993.0,538,0.0
10262,1136,4,2005.0,6,0.08
10263,6750,4,2006.0,488,0.1
10264,8664,4,2009.0,138,0.08
10265,1987,26,2008.0,137,0.1
10266,6897,20,2016.0,347,0.0
10267,7076,21,1997.0,446,0.0
10268,8848,13,2011.0,446,0.02
10269,6209,4,2008.0,461,0.1
10270,8548,19,2013.0,446,0.0
10271,10044,7,2002.0,529,0.08
10272,576,26,2009.0,53,0.1
10273,10457,15,2000.0,60,0.06
10274,3570,7,,530,0.0
10275,356,4,2009.0,21,0.1
10276,6250,19,2012.0,347,0.0
10277,8659,4,2010.0,120,0.1
10278,1383,29,2005.0,198,0.08
10279,1606,16,2005.0,436,0.05
10280,10982,17,2009.0,549,0.09
10281,2630,16,2003.0,500,0.05
10282,7807,16,2005.0,531,0.05
10283,11056,21,1996.0,446,0.0
10284,10570,29,2004.0,138,0.08
10285,2147,18,2016.0,347,0.0
10286,4459,26,2009.0,430,0.08
10287,2013,7,2002.0,325,0.08
10288,1996,4,2009.0,224,0.08
10289,10026,7,2004.0,488,0.08
10290,565,29,2002.0,17,0.08
10291,130,4,2005.0,296,0.1
10292,243,17,2013.0,362,0.05
10293,584,28,2009.0,53,0.1
10294,9843,19,2006.0,138,0.09
10295,5129,6,2001.0,486,0.08
10296,8003,16,2009.0,292,0.05
10297,8022,19,2007.0,525,0.01
10298,9984,4,2009.0,138,0.09
10299,7469,2,2015.0,493,0.0
10300,6645,26,2011.0,70,0.08
10301,7984,16,2004.0,198,0.05
10302,4147,28,2011.0,525,0.1
10303,2397,29,2003.0,545,0.08
10304,8031,28,2009.0,66,0.09
10305,4415,4,2009.0,359,0.0
10306,5642,4,2007.0,430,0.1
10307,4039,28,2008.0,275,0.1
10308,6203,28,2014.0,465,0.06
10309,11226,26,2011.0,21,0.08
10310,9131,7,2003.0,60,0.08
10311,3142,11,1994.0,463,0.0
10312,8086,18,2015.0,69,0.03
10313,5135,21,1997.0,342,0.0
10314,3302,15,2000.0,91,0.06
10315,1341,4,2010.0,6,0.1
10316,4069,15,1997.0,177,0.06
10317,405,15,1999.0,325,0.06
10318,5044,19,2004.0,347,0.0
10319,11274,4,2009.0,566,0.1
10320,7233,2,2015.0,359,0.0
10321,4137,16,2007.0,137,0.05
10322,2466,19,2006.0,465,0.0
10323,9724,28,2007.0,488,0.08
10324,7101,19,2008.0,456,0.0
10325,1174,17,2011.0,21,0.06
10326,542,26,2010.0,296,0.1
10327,7704,15,1999.0,408,0.06
10328,340,27,2013.0,21,0.06
10329,4243,4,2009.0,378,0.1
10330,9779,4,2007.0,126,0.1
10331,10453,30,2014.0,21,0.06
10332,4964,4,2006.0,275,0.0
10333,7725,23,1993.0,489,0.0
10334,9753,19,2007.0,494,0.1
10335,853,28,2012.0,275,0.07
10336,6226,4,2008.0,112,0.1
10337,8344,27,2013.0,549,0.1
10338,10742,15,1995.0,456,0.0
10339,7859,19,2005.0,275,0.1
10340,3613,15,1996.0,275,0.01
10341,7111,26,2009.0,488,0.1
10342,2650,6,2005.0,359,0.08
10343,7044,15,2000.0,44,0.0
10344,8326,4,2009.0,21,0.09
10345,10435,26,2009.0,122,0.1
10346,1194,28,2010.0,21,0.1
10347,385,16,2000.0,4,0.05
10348,10748,4,2005.0,85,0.08
10349,10321,13,2010.0,525,0.0
10350,5765,6,2005.0,85,0.08
10351,837,15,1999.0,468,0.06
10352,5732,4,2005.0,359,0.0
10353,10686,16,2006.0,37,0.0
10354,4231,15,1995.0,225,0.0
10355,10192,7,2005.0,138,0.08
10356,4691,15,1994.0,17,0.06
10357,9237,4,2007.0,101,0.1
10358,868,2,2011.0,381,0.05
10359,8213,19,2011.0,530,0.0
10360,9769,13,2009.0,209,0.0
10361,5825,15,1999.0,275,0.0
10362,6588,2,2011.0,6,0.0
10363,2953,19,2006.0,138,0.1
10364,2238,26,,126,0.1
10365,5178,28,2016.0,549,0.04
10366,7844,7,2002.0,60,0.08
10367,8001,17,2009.0,292,0.1
10368,8006,4,2008.0,275,0.1
10369,804,4,2009.0,21,0.1
10370,10305,26,2010.0,525,0.07
10371,8239,3,2000.0,446,0.0
10372,4505,16,2006.0,456,0.05
10373,7546,4,2009.0,446,0.0
10374,5411,29,2003.0,138,0.08
10375,5609,15,2001.0,494,0.06
10376,11100,15,1999.0,275,0.06
10377,3179,16,2007.0,465,0.0
10378,642,4,2007.0,21,0.09
10379,3108,29,2004.0,545,0.08
10380,1278,15,1995.0,456,0.01
10381,3715,15,1998.0,494,0.06
10382,4763,16,2009.0,347,0.0
10383,7987,17,2012.0,7,0.0
10384,2199,6,2004.0,577,0.08
10385,10399,16,2002.0,142,0.05
10386,10784,21,1995.0,446,0.0
10387,11138,19,2006.0,21,0.1
10388,9596,2,2014.0,347,0.0
10389,4789,17,2009.0,275,0.07
10390,10929,19,2012.0,526,0.0
10391,9755,26,2010.0,549,0.1
10392,8919,6,2002.0,21,0.08
10393,865,20,2014.0,39,0.06
10394,2143,15,1999.0,347,0.06
10395,10429,20,2016.0,500,0.0
10396,2714,20,2014.0,559,0.04
10397,5072,19,2012.0,347,0.0
10398,2559,4,2009.0,128,0.1
10399,4583,16,2006.0,275,0.0
10400,8603,27,2015.0,560,0.06
10401,11390,19,2010.0,456,0.0
10402,9827,28,2011.0,265,0.06
10403,11230,4,2006.0,21,0.1
10404,1968,29,2005.0,138,0.08
10405,7168,4,2009.0,525,0.1
10406,7572,15,1995.0,456,0.03
10407,5972,19,2012.0,347,0.0
10408,1411,20,2014.0,525,0.0
10409,8701,17,2010.0,456,0.0
10410,2416,23,1995.0,347,0.0
10411,4049,26,2008.0,224,0.06
10412,1126,19,2011.0,275,0.0
10413,1186,29,2005.0,21,0.08
10414,2974,19,2010.0,275,0.0
10415,1361,26,2011.0,500,0.05
10416,8667,6,2003.0,566,0.08
10417,1072,15,2000.0,488,0.06
10418,1767,15,1995.0,17,0.0
10419,11035,28,2006.0,275,0.09
10420,2795,26,2006.0,347,0.0
10421,9034,4,2011.0,21,0.1
10422,11084,23,1995.0,13,0.0
10423,7418,4,2005.0,275,0.0
10424,3725,16,2002.0,325,0.05
10425,1607,4,2006.0,430,0.07
10426,7524,16,2010.0,275,0.0
10427,7485,4,2008.0,86,0.1
10428,6233,4,2010.0,6,0.1
10429,1507,17,2009.0,525,0.09
10430,3019,26,2008.0,109,0.09
10431,10382,16,2005.0,494,0.05
10432,2061,19,2006.0,146,0.0
10433,4846,19,2012.0,462,0.0
10434,10587,29,2003.0,85,0.08
10435,175,17,2015.0,286,0.02
10436,4762,17,2014.0,347,0.0
10437,4967,4,2007.0,275,0.0
10438,10180,19,2007.0,288,0.09
10439,4321,4,2009.0,525,0.1
10440,4577,7,2003.0,275,0.0
10441,10736,29,2003.0,17,0.08
10442,2912,16,2003.0,138,0.05
10443,9548,20,2015.0,347,0.0
10444,7092,29,2005.0,221,0.08
10445,1195,29,2005.0,566,0.08
10446,198,4,2009.0,257,0.08
10447,5846,29,2004.0,232,0.08
10448,10104,26,2013.0,525,0.0
10449,6150,16,2004.0,494,0.05
10450,3072,26,2012.0,359,0.0
10451,1880,26,2010.0,193,0.0
10452,7538,4,2009.0,347,0.0
10453,624,6,2005.0,488,0.07
10454,3011,28,2011.0,525,0.1
10455,3463,16,2005.0,500,0.02
10456,452,20,2011.0,465,0.05
10457,3339,16,2005.0,275,0.05
10458,2148,4,2010.0,347,0.0
10459,2864,4,2008.0,465,0.09
10460,8737,17,2009.0,381,0.1
10461,10650,28,2008.0,446,0.09
10462,2071,16,2010.0,109,0.05
10463,5809,7,2003.0,545,0.08
10464,10140,13,2009.0,120,0.0
10465,10320,7,2005.0,525,0.08
10466,5150,4,2009.0,128,0.1
10467,3941,17,,549,0.09
10468,2808,16,2001.0,288,0.05
10469,5180,17,2009.0,91,0.06
10470,10151,17,2014.0,502,0.05
10471,5879,10,2000.0,359,0.0
10472,10993,26,2010.0,525,0.1
10473,954,19,2006.0,456,0.0
10474,5872,4,2009.0,275,0.1
10475,5418,17,2013.0,347,0.0
10476,4877,17,2012.0,347,0.0
10477,11337,26,2009.0,275,0.09
10478,6748,4,2011.0,494,0.1
10479,3741,19,2005.0,456,0.1
10480,1636,4,2008.0,70,0.1
10481,5664,4,2011.0,303,0.05
10482,7237,4,2007.0,446,0.1
10483,2822,2,2014.0,55,0.0
10484,7921,19,2006.0,456,0.0
10485,6016,26,2007.0,224,0.0
10486,4282,26,2008.0,82,0.09
10487,2582,16,2002.0,456,0.05
10488,7967,6,2003.0,566,0.07
10489,8059,13,2004.0,21,0.0
10490,3736,26,2011.0,549,0.06
10491,1331,28,2014.0,275,0.02
10492,5308,17,2010.0,275,0.1
10493,9473,29,2003.0,321,0.08
10494,3405,16,2002.0,488,0.02
10495,8620,28,2010.0,21,0.09
10496,541,4,,577,0.0
10497,7907,15,1995.0,17,0.06
10498,6274,4,2007.0,325,0.09
10499,5222,2,2013.0,281,0.0
10500,7959,6,2004.0,470,0.07
10501,7945,17,2014.0,120,0.02
10502,10377,6,2004.0,304,0.07
10503,1097,16,2003.0,6,0.05
10504,2306,19,2004.0,456,0.0
10505,305,26,2009.0,296,0.09
10506,10109,4,2010.0,461,0.1
10507,1058,19,2007.0,275,0.09
10508,514,4,2009.0,109,0.09
10509,11439,30,2015.0,423,0.04
10510,785,29,2003.0,525,0.08
10511,904,28,2008.0,325,0.08
10512,1982,16,2005.0,456,0.05
10513,10723,15,1999.0,275,0.06
10514,3681,15,1995.0,55,0.0
10515,8283,2,2012.0,526,0.0
10516,5699,26,2007.0,138,0.06
10517,10247,19,2011.0,263,0.0
10518,2359,4,2010.0,494,0.08
10519,2681,17,2010.0,456,0.09
10520,314,4,2008.0,137,0.1
10521,3620,18,2015.0,347,0.0
10522,10682,19,2011.0,78,0.0
10523,10591,4,2006.0,566,0.1
10524,1748,4,2008.0,446,0.0
10525,1542,29,2004.0,91,0.08
10526,6068,6,2002.0,525,0.07
10527,9926,3,1999.0,437,0.0
10528,2950,29,2005.0,138,0.08
10529,10527,26,2010.0,488,0.04
10530,10972,19,2011.0,347,0.0
10531,4965,4,2007.0,275,0.0
10532,2619,19,2007.0,53,0.09
10533,11225,15,1998.0,17,0.06
10534,4199,29,2004.0,488,0.08
10535,2348,4,2011.0,494,0.08
10536,1783,19,2009.0,380,0.09
10537,5648,4,2009.0,296,0.09
10538,3249,4,2008.0,398,0.0
10539,8482,15,1995.0,100,0.06
10540,933,3,1999.0,21,0.0
10541,11288,19,2008.0,470,0.05
10542,9802,26,2009.0,6,0.1
10543,4193,19,2007.0,21,0.09
10544,1255,29,2003.0,85,0.08
10545,4341,26,2012.0,281,0.0
10546,5824,17,2011.0,275,0.0
10547,4221,7,2002.0,542,0.08
10548,1824,4,2007.0,387,0.0
10549,10670,15,1999.0,137,0.06
10550,1699,26,2009.0,347,0.0
10551,6032,26,2008.0,21,0.09
10552,2401,4,2007.0,6,0.09
10553,1792,4,2007.0,449,0.0
10554,10943,26,2009.0,57,0.05
10555,3311,16,2003.0,325,0.05
10556,663,7,2006.0,530,0.06
10557,2885,16,2002.0,137,0.04
10558,7515,30,2015.0,275,0.03
10559,1906,29,2001.0,488,0.08
10560,7127,4,2010.0,275,0.0
10561,6242,4,,530,0.09
10562,11263,17,2014.0,500,0.05
10563,3244,4,2006.0,109,0.09
10564,9446,28,2007.0,525,0.09
10565,3872,19,2009.0,230,0.0
10566,6505,7,2003.0,138,0.08
10567,2981,28,2009.0,66,0.09
10568,1174,28,2011.0,21,0.07
10569,4733,4,2009.0,11,0.08
10570,11140,17,2007.0,446,0.0
10571,11230,29,2006.0,21,0.08
10572,7670,16,2002.0,542,0.05
10573,2139,19,2013.0,347,0.0
10574,2343,13,2004.0,21,0.05
10575,9751,16,2006.0,325,0.05
10576,1600,29,2005.0,436,0.08
10577,5951,7,2002.0,21,0.08
10578,6084,16,2005.0,500,0.02
10579,7563,4,2006.0,359,0.0
10580,7067,26,2008.0,53,0.09
10581,3413,28,2014.0,91,0.03
10582,11137,17,2007.0,21,0.08
10583,10938,18,2015.0,120,0.07
10584,3804,16,2009.0,21,0.05
10585,6888,15,1996.0,521,0.06
10586,5229,26,2008.0,21,0.09
10587,2270,7,2003.0,494,0.08
10588,9621,26,2008.0,85,0.0
10589,304,28,2011.0,6,0.08
10590,1891,21,1995.0,17,0.0
10591,275,4,2012.0,347,0.0
10592,735,7,2002.0,446,0.08
10593,10406,13,2016.0,446,0.0
10594,10302,19,2010.0,525,0.07
10595,11314,15,2000.0,545,0.06
10596,931,4,2009.0,347,0.06
10597,60,15,1999.0,56,0.06
10598,11468,13,2012.0,21,0.07
10599,6320,28,2012.0,21,0.09
10600,9236,4,2006.0,566,0.09
10601,853,17,2012.0,275,0.04
10602,8043,26,2009.0,6,0.09
10603,4466,16,2001.0,525,0.05
10604,5273,20,2011.0,465,0.0
10605,762,4,2010.0,407,0.0
10606,7995,4,2010.0,292,0.09
10607,4737,4,2006.0,275,0.0
10608,9465,21,1996.0,320,0.0
10609,10719,6,2004.0,21,0.07
10610,6486,28,2008.0,138,0.09
10611,756,16,2007.0,21,0.05
10612,6377,30,2015.0,138,0.08
10613,8962,4,2008.0,21,0.09
10614,1101,28,2006.0,53,0.07
10615,10594,4,2009.0,122,0.09
10616,5413,19,2010.0,109,0.0
10617,4837,29,2002.0,21,0.08
10618,8174,29,2004.0,232,0.08
10619,1533,16,2005.0,198,0.05
10620,1436,21,1997.0,347,0.0
10621,10725,15,2001.0,17,0.06
10622,8144,26,2008.0,21,0.09
10623,2521,15,1998.0,255,0.03
10624,9757,29,2004.0,525,0.08
10625,6940,26,2007.0,500,0.08
10626,803,26,2008.0,21,0.09
10627,11483,28,2010.0,120,0.08
10628,6834,4,2007.0,347,0.0
10629,257,16,2004.0,566,0.05
10630,7820,28,2010.0,98,0.09
10631,5086,6,2001.0,359,0.0
10632,4524,10,1998.0,185,0.08
10633,2242,10,2000.0,525,0.08
10634,214,10,2001.0,488,0.08
10635,391,17,2012.0,37,0.05
10636,10787,10,1998.0,101,0.08
10637,4353,10,2000.0,241,0.08
10638,3245,10,1997.0,348,0.08
10639,4385,10,1997.0,275,0.0
10640,5259,10,1998.0,241,0.08
10641,9862,17,2008.0,21,0.09
10642,3419,10,1998.0,372,0.08
10643,5922,10,1998.0,246,0.08
10644,3523,15,1999.0,241,0.06
10645,3949,13,2010.0,138,0.08
10646,3107,4,2009.0,57,0.0
10647,2271,6,2002.0,525,0.07
10648,4931,26,2008.0,378,0.09
10649,10614,17,2011.0,85,0.0
10650,1339,4,2008.0,378,0.08
10651,456,15,2001.0,4,0.06
10652,10315,6,2003.0,525,0.07
10653,3950,13,2011.0,138,0.05
10654,6510,28,2005.0,494,0.09
10655,5623,3,1999.0,85,0.0
10656,6350,19,2006.0,325,0.09
10657,4940,16,2001.0,318,0.05
10658,5116,15,1999.0,277,0.06
10659,8657,29,2004.0,275,0.07
10660,2141,17,2014.0,347,0.06
10661,3561,15,1997.0,456,0.06
10662,535,18,2015.0,500,0.01
10663,5615,2,2011.0,488,0.07
10664,2842,29,2003.0,488,0.07
10665,10291,29,2004.0,525,0.07
10666,3975,4,2005.0,301,0.0
10667,883,4,2007.0,446,0.0
10668,4351,29,2005.0,53,0.07
10669,6302,17,2014.0,120,0.09
10670,4893,4,2007.0,64,0.0
10671,6990,29,2006.0,21,0.07
10672,8792,29,2002.0,323,0.07
10673,9469,17,2015.0,347,0.0
10674,1700,15,1994.0,456,0.0
10675,2713,18,2015.0,109,0.0
10676,7512,26,2012.0,275,0.0
10677,5882,15,1997.0,91,0.06
10678,304,26,2011.0,6,0.08
10679,1548,29,2005.0,494,0.07
10680,8241,3,2000.0,446,0.0
10681,6643,17,2010.0,70,0.05
10682,4280,21,1995.0,255,0.0
10683,5060,17,2011.0,488,0.04
10684,9101,4,2006.0,525,0.08
10685,2858,29,2003.0,323,0.07
10686,11417,23,1995.0,311,0.0
10687,4365,19,2006.0,446,0.0
10688,9576,20,2012.0,347,0.0
10689,3533,2,2011.0,21,0.07
10690,7169,4,2009.0,525,0.09
10691,6705,28,2012.0,275,0.06
10692,3941,28,,549,0.08
10693,200,13,1999.0,323,0.01
10694,10899,13,2010.0,488,0.08
10695,7459,29,2005.0,545,0.07
10696,1168,28,2007.0,525,0.07
10697,2909,13,2014.0,91,0.0
10698,1522,26,2007.0,182,0.07
10699,3093,20,2014.0,520,0.0
10700,5311,16,2008.0,263,0.0
10701,8344,2,2013.0,549,0.09
10702,6201,4,2011.0,88,0.06
10703,6572,4,2010.0,488,0.09
10704,7918,30,2015.0,328,0.04
10705,6592,26,2007.0,493,0.0
10706,10649,7,2001.0,269,0.08
10707,6766,4,2009.0,359,0.0
10708,5231,28,2010.0,21,0.09
10709,7239,16,2003.0,199,0.05
10710,7796,21,1996.0,437,0.0
10711,413,28,2010.0,257,0.03
10712,766,28,2011.0,109,0.07
10713,7559,16,2002.0,138,0.0
10714,9485,4,2009.0,145,0.09
10715,7936,28,2011.0,488,0.05
10716,8023,29,2004.0,525,0.07
10717,5273,19,2011.0,465,0.0
10718,9754,19,2009.0,494,0.09
10719,4172,4,2008.0,120,0.08
10720,11479,26,2010.0,21,0.08
10721,1118,13,2009.0,138,0.0
10722,2994,6,2004.0,359,0.0
10723,10046,26,2009.0,109,0.09
10724,11061,28,2011.0,120,0.05
10725,4104,4,2008.0,30,0.0
10726,9064,16,2004.0,198,0.05
10727,9933,15,2001.0,486,0.05
10728,10625,18,2015.0,85,0.0
10729,356,26,2009.0,21,0.09
10730,1744,2,2011.0,525,0.05
10731,1373,4,2008.0,121,0.09
10732,3984,4,2009.0,430,0.08
10733,7942,13,2016.0,465,0.0
10734,7254,2,2011.0,101,0.09
10735,7145,17,2016.0,530,0.0
10736,7449,19,2006.0,85,0.08
10737,5392,29,2004.0,21,0.07
10738,856,15,1996.0,21,0.05
10739,10172,2,2011.0,446,0.06
10740,5537,19,2008.0,362,0.05
10741,7901,4,2007.0,347,0.1
10742,2880,16,2005.0,456,0.05
10743,11450,28,2013.0,323,0.02
10744,6139,16,2007.0,85,0.05
10745,10413,4,2006.0,6,0.06
10746,6941,15,1998.0,291,0.0
10747,7727,4,2010.0,21,0.09
10748,2048,23,1995.0,49,0.0
10749,2998,6,2004.0,359,0.0
10750,7844,29,2002.0,60,0.07
10751,2066,15,1997.0,247,0.05
10752,2218,28,2009.0,126,0.09
10753,860,26,2008.0,137,0.09
10754,7886,30,2015.0,85,0.07
10755,5508,4,2011.0,494,0.09
10756,8551,16,2007.0,446,0.0
10757,10789,15,1996.0,48,0.0
10758,10938,13,2015.0,575,0.02
10759,8456,15,1998.0,165,0.01
10760,5322,4,,530,0.0
10761,6782,4,2008.0,138,0.09
10762,2453,19,2009.0,347,0.09
10763,7823,4,2008.0,402,0.09
10764,4031,26,2007.0,91,0.08
10765,10942,28,2009.0,549,0.09
10766,3269,4,2005.0,566,0.09
10767,4273,29,2006.0,545,0.07
10768,3774,16,2004.0,6,0.05
10769,6272,28,2010.0,138,0.09
10770,6324,17,2011.0,21,0.09
10771,8453,15,1997.0,413,0.05
10772,3593,16,2001.0,420,0.05
10773,4597,20,2013.0,275,0.0
10774,1959,20,2013.0,500,0.0
10775,10269,15,1996.0,275,0.0
10776,4393,4,2007.0,347,0.09
10777,6145,29,2003.0,488,0.07
10778,7537,4,2007.0,347,0.0
10779,10617,6,2002.0,63,0.05
10780,563,26,2011.0,430,0.06
